,airport_ref,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,wikipedia_link,small_airport,medium_airport,large_airport,frequency_mhz
8826,14422,7TX0,small_airport,Tom Danaher Airport,33.8282012939,-98.5727005005,986,NA,US,US-TX,Wichita Falls,no,7TX0,,,1,0,0,[127.45]
8995,14566,82IS,small_airport,Landings Condominium Airport,42.1431007385,-88.4029006958,880,NA,US,US-IL,Huntley,no,82IS,,,1,0,0,[122.9]
9060,14625,83TX,small_airport,Texas A And M Flight Test Station Airport,30.6334991455,-96.4835968018,264,NA,US,US-TX,Bryan,no,83TX,,,1,0,0,[126.625]
9149,14704,85TX,small_airport,Rutherford Ranch Airport,30.0776996613,-97.9655990601,983,NA,US,US-TX,Buda,no,85TX,,,1,0,0,[126.625]
9212,14761,87MO,small_airport,Richters Airport,38.6960983276,-94.2580032349,915,NA,US,US-MO,East Lynne,no,87MO,,,1,0,0,[122.9]
9299,19113,89NY,small_airport,Maxson Airfield,44.312002,-75.90034,340,NA,US,US-NY,Alexandria Bay,no,89NY,AXB,https://en.wikipedia.org/wiki/Maxson_Airfield,1,0,0,[122.8]
9308,14844,89TS,small_airport,Carter Ranch Airport,31.5667991638,-95.7666015625,215,NA,US,US-TX,Oakwood,no,89TS,,,1,0,0,[126.625]
9351,14879,8CA8,small_airport,Wallom Field,38.067401886,-121.2080001831,56,NA,US,US-CA,Lodi,no,8CA8,,,1,0,0,[122.9]
9679,15169,8TA0,small_airport,John B Connally Ranch Airport,29.135799408,-98.2763977051,530,NA,US,US-TX,Floresville,no,8TA0,,,1,0,0,[126.625]
9718,15208,8TS9,small_airport,Strait Ranch Airport,28.140694,-99.566584,620,NA,US,US-TX,Encinal,no,8TS9,,,1,0,0,[126.625]
9780,15267,8XS8,small_airport,Reese Airpark,33.5903015137,-102.0370025635,3338,NA,US,US-TX,Lubbock,no,8XS8,REE,https://en.wikipedia.org/wiki/Reese_Air_Force_Base,1,0,0,[127.45]
9858,15330,91TS,small_airport,Songbird Ranch Airport,29.3686008453,-95.3398971558,34,NA,US,US-TX,Rosharon,no,91TS,,,1,0,0,[126.625]
9859,15331,91TX,small_airport,Paisano Ranch Airport,28.396900177,-98.3628005981,235,NA,US,US-TX,Calliham,no,91TX,,,1,0,0,[126.625]
9869,15340,92CA,small_airport,Westlake Farms Airport,36.1208000183,-119.8880004883,192,NA,US,US-CA,Stratford,no,92CA,,,1,0,0,[122.9]
9911,15375,92XS,small_airport,T R Funk Inc Airport,26.479176,-97.686734,24,NA,US,US-TX,Raymondville,no,92XS,,,1,0,0,[126.625]
9989,15438,94TX,small_airport,River Bend Ranch Airport,31.4377002716,-99.3155975342,1500,NA,US,US-TX,Brady,no,94TX,,,1,0,0,[127.45]
10029,15472,95TX,small_airport,Chupadera Ranch Airport,28.1924991608,-100.0719985962,651,NA,US,US-TX,Carrizo Springs,no,95TX,,,1,0,0,[126.625]
10089,15521,97FL,small_airport,Love Field,28.9619007111,-81.8915023804,80,NA,US,US-FL,Weirsdale,no,97FL,,,1,0,0,[122.9]
10182,15600,99CL,small_airport,El Mirage Field Adelanto Airport,34.62438,-117.600702,2865,NA,US,US-CA,El Mirage,no,99CL,,,1,0,0,[122.9]
10272,15667,9CA7,small_airport,Harris River Ranch Airport,36.76720047,-119.4359970093,450,NA,US,US-CA,Sanger,no,9CA7,,,1,0,0,[122.9]
10277,15672,9CL2,small_airport,Christensen Ranch Airport,36.8716011047,-121.3369979858,380,NA,US,US-CA,Hollister,no,9CL2,,,1,0,0,[122.9]
10469,15841,9NC0,small_airport,Raleigh East Airport,35.7976989746,-78.43699646,313,NA,US,US-NC,Knightdale,no,9NC0,,,1,0,0,[122.8]
10536,15900,9OI5,small_airport,Transportation Research Center of Ohio Airport,40.3081016541,-83.5417022705,1100,NA,US,US-OH,East Liberty,no,9OI5,,,1,0,0,[122.8]
10594,15956,9SD9,small_airport,Weelborg Airport,43.8065986633,-96.7089004517,1553,NA,US,US-SD,Dell Rapids,no,9SD9,,,1,0,0,[122.8]
10607,15969,9TE2,small_airport,JL Bar Ranch,30.568731,-100.444462,2344,NA,US,US-TX,Sonora,no,9TE2,,,1,0,0,[123.07]
10640,16001,9TX5,small_airport,Camp Bullis ALS Airport,29.744699,-98.537201,1158,NA,US,US-TX,San Antonio,no,9TX5,,,1,0,0,[34.2]
10764,335716,ACFC,small_airport,Woodland Airpark (duplicate),15.253888,120.677222,100,AS,PH,PH-PAM,Magalang,no,,WAP,,1,0,0,[131.35]
11064,16204,AL12,small_airport,Kershaw Airport,32.3585014343,-86.125,225,NA,US,US-AL,Montgomery,no,AL12,,,1,0,0,[122.85]
11161,45229,AMC,small_airport,Mar de Cortés International Airport,31.351987,-113.305177,71,NA,MX,MX-SON,Puerto Peñasco,yes,MMPE,PPE,https://en.wikipedia.org/wiki/Mar_de_Cort%C3%A9s_International_Airport,1,0,0,[122.8]
11290,38710,AR-0035,small_airport,Allen Airport,-38.9580993652,-67.8035964966,951,SA,AR,AR-R,Allen,no,,,,1,0,0,[123.5]
11293,38713,AR-0038,small_airport,Alvear Aeroparque Airport,-33.0467,-60.5969,85,SA,AR,AR-S,Alvear,no,,,,1,0,0,[123.5]
11334,38754,AR-0079,small_airport,Cañuelas Airport,-35.1119,-58.7261,98,SA,AR,AR-B,Cañuelas,no,,,,1,0,0,[123.0]
11392,38812,AR-0137,small_airport,El Pajaro Airport,-34.823537,-58.316307,52,SA,AR,AR-B,Florencio Varela,no,,,,1,0,0,[123.2]
11413,38833,AR-0158,small_airport,Ezpeleta Airport,-34.7464,-58.2033,9,SA,AR,AR-B,Ezpeleta,no,SA15,,,1,0,0,[123.5]
11560,38980,AR-0305,small_airport,Pueblo Esther Airport,-33.0817,-60.5647,82,SA,AR,AR-S,Rosario,no,,,,1,0,0,[123.5]
11654,42821,AR-0399,small_airport,General Rodriguez Ildefonso Durana Airport,-34.6803,-59.0358,91,SA,AR,AR-B,General Rodriguez,no,,,,1,0,0,[123.2]
11717,42884,AR-0462,small_airport,Termal Airport,-26.753611,-60.492222,308,SA,AR,AR-H,Presidencia Roque Sáenz Peña,no,SARS,PRQ,,1,0,0,[118.9]
12099,38204,AU-0005,small_airport,Myrup fly in estate Airport,-33.7937011719,121.958000183,,OC,AU,AU-WA,,no,,,,1,0,0,[126.7]
12108,38213,AU-0014,small_airport,Abrolhos East Wallabi Island Airport,-28.43785,113.735583333,,OC,AU,AU-WA,Abrolhos,no,,,,1,0,0,[127.1]
12112,38217,AU-0018,small_airport,Preston Field - Blair Howe,-33.0187988281,115.700996399,20,OC,AU,AU-WA,,no,,,,1,0,0,[126.7]
12132,45164,AU-0038,small_airport,Abrolhos North Island,-28.2998166667,113.5958,1,OC,AU,AU-WA,,no,YNTI,,,1,0,0,[127.1]
12138,46460,AU-0044,small_airport,Trawalla Airport,-37.4387473644,143.458957672,900,OC,AU,AU-VIC,,no,,,,1,0,0,[126.7]
12139,46463,AU-0045,small_airport,Pomonal Airstrip,-37.230559,142.677165,,OC,AU,AU-VIC,,no,,,,1,0,0,[119.1]
12144,298432,AU-0050,small_airport,Huntfield Airfield,-35.1725454513,138.493609428,,OC,AU,AU-SA,Morphett Vale,no,,,,1,0,0,[126.7]
12148,299298,AU-0054,small_airport,Delatite Airstrip,-37.145053,146.159431,1164,OC,AU,AU-VIC,Delatite,no,,,,1,0,0,"[126.7, 122.4]"
12708,16469,AZ82,small_airport,Mogollon Airpark,34.399297,-110.529553,6657,NA,US,US-AZ,Overgaard,no,AZ82,,,1,0,0,"[122.9, 122.9]"
12736,43884,BA-0001,small_airport,Sport airfield Ciljuge,44.4381523132,18.6856136322,725,EU,BA,BA-BIH,Tuzla,no,LQCG,,,1,0,0,[123.6]
12909,30839,BGCO,small_airport,Neerlerit Inaat Airport,70.7431030273,-22.6504993439,45,NA,GL,GL-U-A,Neerlerit Inaat,yes,BGCO,CNP,https://en.wikipedia.org/wiki/Nerlerit_Inaat_Airport,1,0,0,[118.1]
12952,32004,BGQQ,small_airport,Qaanaaq Airport,77.4886016846,-69.3887023926,51,NA,GL,GL-U-A,Qaanaaq,yes,BGQQ,NAQ,https://en.wikipedia.org/wiki/Qaanaaq_Airport,1,0,0,[118.1]
12967,31713,BGUK,small_airport,Upernavik Airport,72.7901992798,-56.1305999756,414,NA,GL,GL-U-A,Upernavik,yes,BGUK,JUV,https://en.wikipedia.org/wiki/Upernavik_Airport,1,0,0,[118.1]
12987,118,BIBD,small_airport,Bildudalur Airport,65.6412963867,-23.5461997986,18,EU,IS,IS-4,Bildudalur,no,BIBD,BIU,,1,0,0,"[119.7, 119.1]"
13034,30738,BIMS,small_airport,Tungubakkar Airport,64.181098938,-21.7077999115,5,EU,IS,IS-1,Tungubakkar,no,BIMS,,,1,0,0,"[118.2, 118.0]"
13038,124,BIPA,small_airport,Patreksfjörður Airport,65.555801,-23.965,11,EU,IS,IS-4,Patreksfjörður,no,BIPA,PFJ,https://en.wikipedia.org/wiki/Patreksfj%C3%B6r%C3%B0ur_Airport,1,0,0,"[119.7, 119.1]"
13045,30743,BISA,small_airport,Sandá Airport,65.1343994141,-19.6630992889,1580,EU,IS,IS-5,Sandá,no,BISA,,,1,0,0,[118.1]
13054,30751,BISS,small_airport,Sandskeið Airport,64.060798645,-21.5746994019,600,EU,IS,IS-1,Sandskeið,no,BISS,,,1,0,0,[119.9]
13061,127,BITN,small_airport,Þórshöfn Airport,66.218498,-15.3356,65,EU,IS,IS-6,Þórshöfn,yes,BITN,THO,https://en.wikipedia.org/wiki/Thorshofn_Airport,1,0,0,"[119.7, 118.1]"
15080,41087,CA-0088,small_airport,Navan Bearbrook Airport,45.3916664124,-75.2969436646,210,NA,CA,CA-ON,Ottawa,no,,,,1,0,0,[123.2]
15151,41098,CA-0159,small_airport,Pontiac Airpark,45.5297264228,-76.1673545837,216,NA,CA,CA-QC,Pontiac,no,CPN2,,,1,0,0,"[123.2, 127.7]"
15296,39950,CA-0304,small_airport,Ram Falls Airstrip,52.086813,-115.856092,5350,NA,CA,CA-AB,Ram Falls,no,,,,1,0,0,[123.2]
15299,44455,CA-0307,small_airport,Orono / Hawkefield,44.0,-78.6488,620,NA,CA,CA-ON,,no,CHF4,,,1,0,0,[123.2]
15372,45043,CA-0380,small_airport,Tottenham/Ronan Aerodrome,44.0421005199,-79.8466801643,823,NA,CA,CA-ON,Tottenham,no,,,,1,0,0,[123.2]
15385,40039,CA-0393,small_airport,Upper Kent Airport,46.587133,-67.719555,246,NA,CA,CA-NB,Upper Kent,no,CCH2,,https://en.wikipedia.org/wiki/Upper_Kent_Aerodrome,1,0,0,[122.8]
15422,46495,CA-0430,small_airport,Port Hope (Peter's Field) Airport,44.024881,-78.426976,560,NA,CA,CA-ON,Port Hope,no,CPH3,,https://en.wikipedia.org/wiki/Port_Hope_(Peter%27s_Field)_Aerodrome,1,0,0,[123.2]
15436,46580,CA-0444,small_airport,Beaverton Airport,44.4470778865,-79.09907341,820,NA,CA,CA-ON,,no,CBV2,,,1,0,0,[122.8]
15446,46642,CA-0454,small_airport,Baker's Valley Aerodrome,44.754657,-76.929016,625,NA,CA,CA-ON,Central Frontenac,no,,,,1,0,0,[122.8]
15448,46648,CA-0456,small_airport,Roseville Field,43.3471211516,-80.4336547852,,NA,CA,CA-ON,,no,,,,1,0,0,[123.4]
15449,298348,CA-0457,small_airport,L'Île d'Entrée Airfield,47.276201,-61.712866,20,NA,CA,CA-QC,L'Île d'Entrée,no,,,https://en.wikipedia.org/wiki/Entry_Island,1,0,0,[123.15]
15455,298392,CA-0463,small_airport,Saint-François-de-Laval (Laval Aviation),45.6886744043,-73.5811257362,,NA,CA,CA-QC,,no,,,,1,0,0,[123.2]
15489,299272,CA-0497,small_airport,Vulcan / Kirkcaldy Airport,50.331944,-113.357778,3418,NA,CA,CA-AB,Vulcan,no,CVL2,,https://en.wikipedia.org/wiki/Vulcan/Kirkcaldy_Aerodrome,1,0,0,[122.8]
15500,300400,CA-0508,small_airport,Farrow's Field,44.4393568122,-80.9398841858,925,NA,CA,CA-ON,,no,,,,1,0,0,[123.0]
15508,307238,CA-0516,small_airport,Warren Field,42.936718,-81.479738,813,NA,CA,CA-ON,Mount Brydges,no,CWF3,,https://en.wikipedia.org/wiki/Mount_Brydges/Warren_Field_Aerodrome,1,0,0,[123.2]
15509,307323,CA-0517,small_airport,Hastings Field,48.78255,-123.28426,,NA,CA,CA-BC,North Pender Island,no,,,,1,0,0,[123.2]
15515,308539,CA-0523,small_airport,Roths field,43.9785487888,-80.7770633698,1350,NA,CA,CA-ON,,no,,,,1,0,0,[123.4]
15516,309767,CA-0524,small_airport,Varys field,44.5897948166,-80.7638454437,1200,NA,CA,CA-ON,Owen Sound,no,,,,1,0,0,[123.0]
15518,309272,CA-0526,small_airport,Rivière-aux-Saumons Aerodrome (Private Operator: Safari Anticosti),49.401389,-62.295278,369,NA,CA,CA-QC,Rivière-aux-Saumons,no,CTH7,,https://en.wikipedia.org/wiki/Rivi%C3%A8re-aux-Saumons_Aerodrome,1,0,0,[122.9]
15525,311164,CA-0534,small_airport,Lac William ice runway (seasonal),46.12566,-71.574727,650,NA,CA,CA-QC,Bernierville,no,,,,1,0,0,"[123.2, 122.9]"
15781,16551,CA20,small_airport,Eagle's Nest Airport,38.4305000305,-121.01499939,220,NA,US,US-CA,Ione,no,CA20,,,1,0,0,[122.9]
15803,16573,CA42,small_airport,McConville Airstrip,33.644146,-117.429457,2600,NA,US,US-CA,Lake Elsinore,no,CA42,,,1,0,0,[122.9]
15821,16591,CA60,small_airport,Deer Creek Ranch Airport,39.9499015808,-121.9970016479,280,NA,US,US-CA,Vina,no,CA60,,,1,0,0,[122.9]
15823,16593,CA62,small_airport,McMillan Assault Strip,35.719101,-120.767998,920,NA,US,US-CA,Camp Roberts,no,CA62,,,1,0,0,"[41.5, 38.9]"
15834,16604,CA73,small_airport,Vanderford Ranch Company Airport,39.0956993103,-121.716003418,42,NA,US,US-CA,Yuba City,no,CA73,,,1,0,0,[122.9]
15853,20291,CA92,small_airport,Paradise Skypark Airport,39.7106018066,-121.616996765,1300,NA,US,US-CA,Paradise,no,CA92,,,1,0,0,[122.8]
15861,306929,CAA2,small_airport,St. André-Avellin Aerodrome,45.744319,-75.070267,550,NA,CA,CA-QC,St. Andre Avellin,no,CAA2,,https://en.wikipedia.org/wiki/Saint-Andr%C3%A9-Avellin_Aerodrome,1,0,0,[122.75]
15867,612,CAA8,small_airport,Invermere Airport,50.521502,-116.005775,2820,NA,CA,CA-BC,Invermere,no,CAA8,,https://en.wikipedia.org/wiki/Invermere_Airport,1,0,0,"[123.2, 126.7]"
15880,614,CAD4,small_airport,Trail Airport,49.0555992126,-117.60900116,1427,NA,CA,CA-BC,Trail,no,CAD4,YZZ,https://en.wikipedia.org/wiki/Trail_Airport,1,0,0,[123.2]
15881,615,CAD5,small_airport,Merritt Airport,50.1227989197,-120.747001648,2080,NA,CA,CA-BC,Merritt,no,CAD5,YMB,https://en.wikipedia.org/wiki/Merritt_Airport,1,0,0,[123.2]
15900,620,CAH3,small_airport,Courtenay Airpark,49.6794013977,-124.9820022583,26,NA,CA,CA-BC,Courtenay,no,CAH3,YCA,https://en.wikipedia.org/wiki/Courtenay_Airpark,1,0,0,[123.35]
15901,621,CAH4,small_airport,Valemount Airport,52.8532981873,-119.3339996338,2615,NA,CA,CA-BC,Valemount,no,CAH4,,https://en.wikipedia.org/wiki/Valemount_Airport,1,0,0,[123.2]
15906,622,CAJ2,small_airport,Wiley Airport,66.4910964966,-136.5729980469,2365,NA,CA,CA-YT,Eagle Plains,no,CAJ2,,https://en.wikipedia.org/wiki/Wiley_Aerodrome,1,0,0,[123.2]
15907,623,CAJ3,small_airport,Creston Valley Regional Airport - Art Sutcliffe Field,49.0368995666,-116.4980010986,2070,NA,CA,CA-BC,Creston,no,CAJ3,CFQ,https://en.wikipedia.org/wiki/Creston_(Art_Sutcliffe_Field)_Airport,1,0,0,[122.8]
15908,624,CAJ4,small_airport,Anahim Lake Airport,52.451501,-125.303776,3635,NA,CA,CA-BC,Anahim Lake,yes,CAJ4,YAA,https://en.wikipedia.org/wiki/Anahim_Lake_Airport,1,0,0,[122.8]
15909,625,CAJ7,small_airport,Cayley A J Flying Ranch Airport,50.453887,-113.747191,3450,NA,CA,CA-AB,Cayley,no,CAJ7,,https://en.wikipedia.org/wiki/Cayley/A._J._Flying_Ranch_Airport,1,0,0,[123.0]
15912,627,CAK3,small_airport,Delta Heritage Air Park,49.0774,-122.941002,10,NA,CA,CA-BC,Delta,no,CAK3,,https://en.wikipedia.org/wiki/Delta/Delta_Heritage_Air_Park,1,0,0,"[123.3, 125.5, 118.1]"
15916,629,CAL3,small_airport,Douglas Lake Airport,50.1654600485,-120.171273351,2770,NA,CA,CA-BC,Douglas Lake,no,CAL3,DGF,https://en.wikipedia.org/wiki/Douglas_Lake_Airport,1,0,0,[123.2]
15922,631,CAM3,small_airport,Duncan Airport,48.7545336204,-123.709702492,300,NA,CA,CA-BC,Duncan,no,CAM3,DUQ,https://en.wikipedia.org/wiki/Duncan_Airport,1,0,0,[122.8]
15923,46598,CAM4,small_airport,Alhambra / Ahlstrom Airport,52.346194,-114.667525,3212,NA,CA,CA-AB,Alhambra,no,CAM4,,https://en.wikipedia.org/wiki/Alhambra/Ahlstrom_Aerodrome,1,0,0,"[122.8, 122.8]"
15924,632,CAM5,small_airport,Houston Airport,54.4392009821,-126.778879166,2150,NA,CA,CA-BC,Houston,no,CAM5,,https://en.wikipedia.org/wiki/Houston_Airport_(British_Columbia),1,0,0,[123.2]
15940,637,CAQ5,small_airport,Nakusp Airport,50.2663993835,-117.81300354,1689,NA,CA,CA-BC,Nakusp,no,CAQ5,,https://en.wikipedia.org/wiki/Nakusp_Airport,1,0,0,[123.2]
15944,46600,CAR5,small_airport,Arthur (Arthur South),43.7827292694,-80.4329252243,1530,NA,CA,CA-ON,,no,CAR5,,,1,0,0,[123.4]
15947,314749,Cark,small_airport,Cark airfield,54.163753,-2.962299,20,EU,GB,GB-ENG,Cark,no,,,https://en.wikipedia.org/wiki/Cark,1,0,0,[129.9]
15955,643,CAT4,small_airport,Qualicum Beach Airport,49.3372,-124.393997,191,NA,CA,CA-BC,Qualicum Beach,no,CAT4,XQU,https://en.wikipedia.org/wiki/Qualicum_Beach_Airport,1,0,0,"[122.8, 123.7]"
15959,646,CAU3,small_airport,Oliver Airport,49.1733016968,-119.5510025024,1015,NA,CA,CA-BC,Oliver,no,CAU3,,https://en.wikipedia.org/wiki/Oliver_Airport,1,0,0,"[126.7, 122.8]"
15960,647,CAU4,small_airport,Vanderhoof Airport,54.051607,-124.010804,2225,NA,CA,CA-BC,Vanderhoof,no,CAU4,,https://en.wikipedia.org/wiki/Vanderhoof_Airport,1,0,0,[122.8]
15968,45222,CAV6,small_airport,Beausejour/Av-Ranch Airpark,50.041111,-96.585833,800,NA,CA,CA-MB,Beausejour,no,CAV6,,,1,0,0,[123.2]
15987,311583,CAY5,small_airport,Ayr/Sargeant Private Airfield,43.3058333333,-80.4991666667,970,NA,CA,CA-ON,,no,CAY5,,,1,0,0,[123.2]
15992,657,CAZ5,small_airport,Cache Creek-Ashcroft Regional Airport,50.775258,-121.321314,2034,NA,CA,CA-BC,Cache Creek,no,CAZ5,YZA,https://en.wikipedia.org/wiki/Cache_Creek_Airport,1,0,0,[123.2]
16003,663,CBB9,small_airport,Osoyoos Airport,49.0372009277,-119.488998413,1100,NA,CA,CA-BC,Osoyoos,no,CBB9,,https://en.wikipedia.org/wiki/Osoyoos_Airport,1,0,0,[123.2]
16004,664,CBBC,small_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,141,NA,CA,CA-BC,Bella Bella,yes,CBBC,ZEL,https://en.wikipedia.org/wiki/Bella_Bella_(Campbell_Island)_Airport,1,0,0,"[122.8, 131.05, 123.475, 126.7]"
16024,46602,CBF2,small_airport,Belwood (Baird Field),43.808333333,-80.3119444444,1410,NA,CA,CA-ON,,no,CBF2,,,1,0,0,[123.4]
16038,687,CBJ4,small_airport,Echo Valley Airport,51.2416992188,-121.9940032959,3650,NA,CA,CA-BC,Echo Valley,no,CBJ4,,https://en.wikipedia.org/wiki/Echo_Valley_Airport,1,0,0,[123.2]
16063,43877,CBN7,small_airport,Beaverton North,44.45207,-79.12405,800,NA,CA,CA-ON,,no,,,,1,0,0,[122.8]
16071,710,CBQ8,small_airport,Woodcock Airport,55.0666999817,-128.233001709,537,NA,CA,CA-BC,Woodcock,no,CBQ8,,https://en.wikipedia.org/wiki/Woodcock_Airport,1,0,0,[123.2]
16073,711,CBR2,small_airport,Kaslo Airport,49.9035987854,-116.9349975586,2354,NA,CA,CA-BC,Kaslo,no,CBR2,,https://en.wikipedia.org/wiki/Kaslo_Airport,1,0,0,[123.2]
16082,717,CBS8,small_airport,Alberni Valley Regional Airport,49.321899,-124.931,250,NA,CA,CA-BC,Port Alberni,no,CBS8,YPB,https://en.wikipedia.org/wiki/Port_Alberni_(Alberni_Valley_Regional)_Airport,1,0,0,[123.0]
16088,723,CBU2,small_airport,Eddontenajon / Iskut Village Airport,57.847994155,-129.983968735,3100,NA,CA,CA-BC,Eddontenajon,no,CBU2,,https://en.wikipedia.org/wiki/Eddontenajon/Iskut_Village_Airport,1,0,0,[123.2]
16104,737,CBX7,small_airport,Tumbler Ridge Airport,55.0250015259,-120.9349975586,3075,NA,CA,CA-BC,Tumbler Ridge,no,CBX7,TUX,https://en.wikipedia.org/wiki/Tumbler_Ridge_Airport,1,0,0,[123.2]
16111,741,CBZ9,small_airport,Fraser Lake Airport,54.014171,-124.76973,2690,NA,CA,CA-BC,Fraser Lake,no,CBZ9,,https://en.wikipedia.org/wiki/Fraser_Lake_Airport,1,0,0,[122.8]
16113,742,CCA3,small_airport,Cable Head Airpark,46.444806,-62.593961,94,NA,CA,CA-PE,Saint Peters Bay,no,CCA3,,https://en.wikipedia.org/wiki/Cable_Head_Airpark,1,0,0,"[123.2, 135.65]"
16120,747,CCC2,small_airport,Winterland Airport,47.1369018555,-55.3292007446,156,NA,CA,CA-NL,Winterland,no,CCC2,,https://en.wikipedia.org/wiki/Winterland_Airport,1,0,0,[123.2]
16125,751,CCE3,small_airport,Juniper Airport,46.5628013611,-67.168296814,837,NA,CA,CA-NB,Juniper,no,CCE3,,https://en.wikipedia.org/wiki/Juniper_Airport,1,0,0,[123.2]
16128,46478,CCE6,small_airport,Camden East Airstrip,44.325783,-76.7925,,NA,CA,CA-ON,Odessa,no,,,,1,0,0,[123.2]
16129,754,CCF4,small_airport,Porters Lake Airport,44.7099936874,-63.2996821404,20,NA,CA,CA-NS,Porters Lake,no,CCF4,,https://en.wikipedia.org/wiki/Porters_Lake_Airport,1,0,0,[123.2]
16134,756,CCG3,small_airport,Weyman Airpark,46.0374984741,-66.8589019775,140,NA,CA,CA-NB,Burtt's Corner,no,CCG3,,https://en.wikipedia.org/wiki/Weyman_Airpark,1,0,0,[123.2]
16135,757,CCG4,small_airport,Moncton / McEwen Airport,46.1539001465,-64.7686004639,214,NA,CA,CA-NB,Moncton,no,CCG4,,https://en.wikipedia.org/wiki/Moncton/McEwen_Airport,1,0,0,"[121.8, 122.8]"
16146,300227,CCK5,small_airport,Owen Sound (Cook Field),44.6347639588,-80.7413064224,1040,NA,CA,CA-ON,Owen Sound,no,CCK5,,,1,0,0,[123.0]
16151,768,CCN2,small_airport,Grand Manan Airport,44.7132987976,-66.7964019775,238,NA,CA,CA-NB,Grand Manan,no,CCN2,,https://en.wikipedia.org/wiki/Grand_Manan_Airport,1,0,0,[123.2]
16153,311591,CCN4,small_airport,Conn Field,44.0325,-80.4855555556,1658,NA,CA,CA-ON,Conn,no,CCN4,,,1,0,0,[123.4]
16154,769,CCP2,small_airport,Exploits Valley Botwood Airport,49.0559997559,-55.4477005005,365,NA,CA,CA-NL,Exploits Valley,no,CCP2,,https://en.wikipedia.org/wiki/Exploits_Valley_(Botwood)_Airport,1,0,0,"[132.1, 123.2]"
16158,773,CCQ3,small_airport,Debert Airport,45.418598175,-63.4606018066,142,NA,CA,CA-NS,Debert,no,CCQ3,,https://en.wikipedia.org/wiki/Debert_Airport,1,0,0,"[119.2, 123.0]"
16160,774,CCR3,small_airport,Florenceville Airport,46.4261016846,-67.6280975342,508,NA,CA,CA-NB,Florenceville,no,CCR3,,https://en.wikipedia.org/wiki/Florenceville_Airport,1,0,0,[122.8]
16168,779,CCS3,small_airport,St. Stephen Airport,45.2075004578,-67.2506027222,96,NA,CA,CA-NB,St. Stephen,no,CCS3,,https://en.wikipedia.org/wiki/St._Stephen_Airport,1,0,0,[122.8]
16169,780,CCS4,small_airport,Chipman Airport,46.148601532,-65.9041976929,65,NA,CA,CA-NB,Chipman,no,CCS4,,https://en.wikipedia.org/wiki/Chipman_Airport_(New_Brunswick),1,0,0,[123.2]
16173,783,CCT2,small_airport,Cookstown Airport,44.238899231,-79.6389007568,750,NA,CA,CA-ON,Cookstown,no,CCT2,,https://en.wikipedia.org/wiki/Cookstown_Airport,1,0,0,[123.5]
16178,786,CCW3,small_airport,Waterville / Kings County Municipal Airport,45.0518989563,-64.6517028809,119,NA,CA,CA-NS,Waterville,no,CCW3,,https://en.wikipedia.org/wiki/Waterville/Kings_County_Municipal_Airport,1,0,0,"[120.6, 119.5, 122.8]"
16179,787,CCW4,small_airport,Stanley Airport,45.1006011963,-63.9206008911,95,NA,CA,CA-NS,Stanley,no,CCW4,,https://en.wikipedia.org/wiki/Stanley_Airport,1,0,0,[122.8]
16189,794,CCZ3,small_airport,Clarenville Airport,48.2747001648,-53.9239006042,199,NA,CA,CA-NL,Clarenville,no,CCZ3,,https://en.wikipedia.org/wiki/Clarenville_Airport,1,0,0,"[132.1, 123.2]"
16298,799,CDA4,small_airport,Pokemouche Airport,47.7164001465,-64.8824996948,68,NA,CA,CA-NB,Pokemouche,no,CDA4,,https://en.wikipedia.org/wiki/Pokemouche_Airport,1,0,0,"[123.45, 123.0]"
16299,800,CDA5,small_airport,St. Andrews Codroy Valley Airport,47.773601532,-59.3130989075,65,NA,CA,CA-NL,St. Andrews,no,CDA5,,https://en.wikipedia.org/wiki/St._Andrews_(Codroy_Valley)_Airport,1,0,0,[123.2]
16318,809,CDH1,small_airport,Deerhurst Resort Airport,45.3541984558,-79.1513977051,1029,NA,CA,CA-ON,Huntsville,no,CDH1,,https://en.wikipedia.org/wiki/Huntsville/Deerhurst_Resort_Airport,1,0,0,[123.35]
16324,812,CDJ4,small_airport,Clearwater Airport,46.7132987976,-66.8283004761,1330,NA,CA,CA-NB,Clearwater,no,CDJ4,,https://en.wikipedia.org/wiki/Clearwater_Airport,1,0,0,[123.2]
16333,320210,CDL8,small_airport,Centredale Airport,45.4094,-62.618401,595,NA,CA,CA-NS,Centredale,no,CDL8,,https://en.wikipedia.org/wiki/Centredale_Aerodrome,1,0,0,[122.8]
16338,818,CDT5,small_airport,Bouctouche Airport,46.509399,-64.693901,57,NA,CA,CA-NB,Buctouche,no,CDT5,,https://en.wikipedia.org/wiki/Bouctouche_Aerodrome,1,0,0,[123.2]
16343,821,CDU6,small_airport,Doaktown Airport,46.5525016785,-66.0939025879,326,NA,CA,CA-NB,Doaktown,no,CDU6,,https://en.wikipedia.org/wiki/Doaktown_Airport,1,0,0,[123.2]
16345,823,CDV2,small_airport,Downs Gulch Airport,47.7536010742,-67.4261016846,883,NA,CA,CA-NB,Downs Gulch,no,CDV2,,,1,0,0,[123.5]
16350,827,CDY3,small_airport,Fogo Airport,49.657501,-54.237499,80,NA,CA,CA-NL,Fogo,no,CDY3,,https://en.wikipedia.org/wiki/Fogo_Airport,1,0,0,"[123.2, 132.1]"
